time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone,sulphur_dioxide,uv_index,city,severity_score,aqi_category,risk_flag,hour
2025-12-21 07:00:00,36.2,34.5,403.0,2.2,198.0,11.5,4.15,Kolkata,1735.9,Good,High Risk,7
2025-12-21 08:00:00,35.7,34.0,387.0,1.5,200.0,10.8,2.9,Kolkata,1700.3,Good,High Risk,8
2025-12-21 09:00:00,35.4,33.6,411.0,3.9,194.0,11.3,1.5,Kolkata,1739.0,Good,High Risk,9
2025-12-21 10:00:00,35.7,34.0,498.0,11.7,174.0,13.7,0.5,Kolkata,1896.7,Good,High Risk,10
2025-12-21 11:00:00,46.1,44.8,624.0,22.6,145.0,17.1,0.05,Kolkata,2204.1,Good,High Risk,11
2025-12-21 12:00:00,64.3,63.1,717.0,30.5,124.0,19.6,0.0,Kolkata,2514.8,Moderate,High Risk,12
2025-12-17 00:00:00,51.6,49.8,494.0,25.2,58.0,25.0,0.0,Mumbai,1766.6,Good,High Risk,0
2025-12-17 01:00:00,52.5,50.6,643.0,30.2,51.0,26.6,0.0,Mumbai,2076.7,Moderate,High Risk,1
2025-12-17 02:00:00,56.5,54.6,845.0,36.3,45.0,29.8,0.1,Mumbai,2531.9,Moderate,High Risk,2
2025-12-17 03:00:00,61.2,59.3,953.0,39.6,55.0,32.9,0.8,Mumbai,2841.1,Moderate,High Risk,3
2025-12-17 04:00:00,65.2,62.9,870.0,37.3,89.0,35.1,2.2,Mumbai,2806.7,Moderate,High Risk,4
2025-12-17 05:00:00,68.0,65.4,692.0,32.3,138.0,37.2,4.0,Mumbai,2607.0,Moderate,High Risk,5
2025-12-17 06:00:00,69.8,67.3,556.0,29.4,190.0,39.2,5.55,Mumbai,2502.3,Moderate,High Risk,6
2025-12-17 07:00:00,74.7,72.2,520.0,30.4,251.0,41.6,6.1,Mumbai,2666.1,Moderate,High Risk,7
2025-12-17 08:00:00,86.4,84.1,527.0,33.5,314.0,44.0,5.4,Mumbai,2985.7,Moderate,High Risk,8
2025-12-17 09:00:00,97.3,95.2,541.0,38.0,352.0,44.8,3.8,Mumbai,3237.1,Moderate,High Risk,9
2025-12-17 10:00:00,99.4,97.6,555.0,46.2,347.0,43.2,2.0,Mumbai,3294.8,Moderate,High Risk,10
2025-12-17 11:00:00,93.4,91.3,576.0,55.8,315.0,40.1,0.7,Mumbai,3217.3,Moderate,High Risk,11
2025-12-17 12:00:00,87.5,85.2,589.0,59.3,278.0,36.5,0.1,Mumbai,3083.7,Moderate,High Risk,12
2025-12-17 13:00:00,79.2,76.6,576.0,50.8,237.0,31.9,0.0,Mumbai,2814.4,Moderate,High Risk,13
2025-12-17 14:00:00,68.7,66.4,555.0,36.2,190.0,26.9,0.0,Mumbai,2470.5,Moderate,High Risk,14
2025-12-17 15:00:00,58.9,56.6,562.0,25.2,151.0,24.0,0.0,Mumbai,2233.5,Moderate,High Risk,15
2025-12-17 16:00:00,52.9,50.6,633.0,22.3,126.0,25.5,0.0,Mumbai,2246.9,Moderate,High Risk,16
2025-12-17 17:00:00,51.9,50.1,733.0,23.2,108.0,29.2,0.0,Mumbai,2405.8,Moderate,High Risk,17
2025-12-17 18:00:00,53.1,51.6,789.0,24.4,93.0,31.2,0.0,Mumbai,2496.7,Moderate,High Risk,18
2025-12-17 19:00:00,52.2,50.8,763.0,25.1,80.0,29.4,0.0,Mumbai,2394.6,Moderate,High Risk,19
2025-12-17 20:00:00,51.2,49.8,695.0,26.1,71.0,25.8,0.0,Mumbai,2213.2,Good,High Risk,20
2025-12-17 21:00:00,50.4,49.1,627.0,27.2,62.0,22.9,0.0,Mumbai,2037.1,Good,High Risk,21
2025-12-17 22:00:00,49.5,48.0,556.0,27.8,54.0,21.3,0.0,Mumbai,1858.9,Good,High Risk,22
2025-12-17 23:00:00,48.3,46.8,487.0,28.3,48.0,20.4,0.0,Mumbai,1691.6999999999998,Good,High Risk,23
2025-12-18 00:00:00,47.5,45.8,477.0,30.2,42.0,20.8,0.0,Mumbai,1655.5,Good,High Risk,0
2025-12-18 01:00:00,47.8,46.2,595.0,34.9,32.0,23.3,0.0,Mumbai,1893.2,Good,High Risk,1
2025-12-18 02:00:00,52.9,51.2,773.0,40.9,24.0,27.2,0.1,Mumbai,2305.1,Moderate,High Risk,2
2025-12-18 03:00:00,59.1,57.4,867.0,44.9,31.0,30.4,0.8,Mumbai,2592.5,Moderate,High Risk,3
2025-12-18 04:00:00,63.1,61.2,788.0,44.9,64.0,32.3,2.2,Mumbai,2572.1,Moderate,High Risk,4
2025-12-18 05:00:00,66.6,64.0,626.0,42.8,113.0,33.5,4.0,Mumbai,2416.0,Moderate,High Risk,5
2025-12-18 06:00:00,68.7,65.2,501.0,41.2,165.0,34.4,5.55,Mumbai,2331.5,Moderate,High Risk,6
2025-12-18 07:00:00,73.8,70.5,462.0,41.2,225.0,35.4,6.1,Mumbai,2479.3,Moderate,High Risk,7
2025-12-18 08:00:00,83.1,79.9,462.0,41.6,288.0,36.0,5.45,Mumbai,2747.2,Moderate,High Risk,8
2025-12-18 09:00:00,88.7,85.9,476.0,41.9,321.0,35.3,3.9,Mumbai,2919.4,Moderate,High Risk,9
2025-12-18 10:00:00,83.1,80.3,505.0,42.1,303.0,32.1,2.05,Mumbai,2866.6,Moderate,High Risk,10
2025-12-18 11:00:00,73.1,69.6,550.0,42.1,255.0,27.5,0.7,Mumbai,2710.7,Moderate,High Risk,11
2025-12-18 12:00:00,67.5,64.0,588.0,40.7,210.0,23.8,0.1,Mumbai,2586.5,Moderate,High Risk,12
2025-12-18 13:00:00,61.5,58.0,597.0,36.3,177.0,21.3,0.0,Mumbai,2429.9,Moderate,High Risk,13
2025-12-18 14:00:00,59.4,56.2,599.0,30.5,147.0,19.6,0.0,Mumbai,2298.6,Moderate,High Risk,14
2025-12-18 15:00:00,55.6,52.4,640.0,26.3,124.0,19.7,0.0,Mumbai,2264.8,Moderate,High Risk,15
2025-12-18 16:00:00,56.1,53.2,776.0,24.9,111.0,23.2,0.0,Mumbai,2511.7,Moderate,High Risk,16
2025-12-18 17:00:00,58.0,55.3,951.0,25.2,104.0,28.5,0.0,Mumbai,2879.3,Moderate,High Risk,17
2025-12-18 18:00:00,58.8,56.8,1044.0,26.3,96.0,31.9,0.0,Mumbai,3069.2,Moderate,High Risk,18
2025-12-18 19:00:00,56.7,55.2,985.0,28.4,82.0,31.4,0.0,Mumbai,2901.3,Moderate,High Risk,19
2025-12-18 20:00:00,54.8,53.6,845.0,31.3,67.0,29.0,0.0,Mumbai,2564.6,Moderate,High Risk,20
2025-12-18 21:00:00,54.9,53.7,715.0,34.3,54.0,26.8,0.0,Mumbai,2269.6,Moderate,High Risk,21
2025-12-18 22:00:00,54.2,53.1,610.0,37.1,43.0,25.0,0.0,Mumbai,2025.5,Moderate,High Risk,22
2025-12-18 23:00:00,51.8,50.8,515.0,39.9,34.0,23.4,0.0,Mumbai,1794.6,Moderate,High Risk,23
2025-12-19 00:00:00,49.1,48.3,478.0,42.3,28.0,23.2,0.0,Mumbai,1690.8,Good,High Risk,0
2025-12-19 01:00:00,47.7,46.9,558.0,44.4,21.0,25.4,0.0,Mumbai,1835.8000000000002,Good,High Risk,1
2025-12-19 02:00:00,50.8,49.9,697.0,46.2,17.0,29.1,0.1,Mumbai,2148.1,Good,High Risk,2
2025-12-19 03:00:00,55.8,55.1,768.0,47.3,28.0,32.4,0.8,Mumbai,2381.7,Moderate,High Risk,3
2025-12-19 04:00:00,58.8,58.1,700.0,47.3,62.0,35.0,2.25,Mumbai,2382.1,Moderate,High Risk,4
2025-12-19 05:00:00,59.8,59.0,564.0,46.7,110.0,37.3,4.15,Mumbai,2268.4,Moderate,High Risk,5
2025-12-19 06:00:00,60.3,59.3,452.0,45.8,161.0,38.7,5.7,Mumbai,2202.3999999999996,Moderate,High Risk,6
2025-12-19 07:00:00,62.9,61.9,396.0,45.1,222.0,39.1,6.3,Mumbai,2293.0,Moderate,High Risk,7
2025-12-19 08:00:00,73.8,72.6,364.0,44.1,286.0,38.5,5.65,Mumbai,2500.8,Moderate,High Risk,8
2025-12-19 09:00:00,79.4,78.2,352.0,42.8,318.0,36.6,4.0,Mumbai,2604.8,Moderate,High Risk,9
2025-12-19 10:00:00,69.2,67.8,365.0,40.9,295.0,32.0,2.1,Mumbai,2453.2,Moderate,High Risk,10
2025-12-19 11:00:00,59.1,57.5,399.0,38.6,240.0,26.0,0.7,Mumbai,2241.2,Moderate,High Risk,11
2025-12-19 12:00:00,55.6,53.7,437.0,36.0,190.0,21.9,0.1,Mumbai,2110.9,Moderate,High Risk,12
2025-12-19 13:00:00,48.1,45.9,479.0,32.5,157.0,20.9,0.0,Mumbai,2016.4,Good,High Risk,13
2025-12-19 14:00:00,41.4,39.3,525.0,28.8,128.0,21.9,0.0,Mumbai,1957.5,Good,High Risk,14
2025-12-19 15:00:00,38.5,36.6,565.0,27.1,104.0,23.9,0.0,Mumbai,1944.5,Good,High Risk,15
2025-12-19 16:00:00,39.6,38.0,600.0,28.8,87.0,27.9,0.0,Mumbai,1996.6,Good,High Risk,16
2025-12-19 17:00:00,40.9,39.7,629.0,32.6,75.0,33.1,0.0,Mumbai,2067.0,Good,High Risk,17
2025-12-19 18:00:00,40.7,40.0,634.0,36.5,64.0,36.2,0.0,Mumbai,2072.9,Good,High Risk,18
2025-12-19 19:00:00,40.0,39.6,598.0,40.2,53.0,35.2,0.0,Mumbai,1974.6,Good,High Risk,19
2025-12-19 20:00:00,40.7,40.4,538.0,44.1,44.0,32.1,0.0,Mumbai,1836.9,Good,High Risk,20
2025-12-19 21:00:00,43.4,43.0,486.0,47.7,35.0,29.5,0.0,Mumbai,1731.0,Good,High Risk,21
2025-12-19 22:00:00,45.4,44.9,437.0,51.3,27.0,28.3,0.0,Mumbai,1634.1,Good,High Risk,22
2025-12-19 23:00:00,45.5,45.1,397.0,54.6,20.0,27.6,0.0,Mumbai,1544.8,Good,High Risk,23
2025-12-20 00:00:00,44.6,44.1,417.0,56.1,16.0,27.8,0.0,Mumbai,1571.9,Good,High Risk,0
2025-12-20 01:00:00,43.2,42.6,565.0,54.9,14.0,29.3,0.0,Mumbai,1851.4,Good,High Risk,1
2025-12-20 02:00:00,44.6,44.0,772.0,51.9,15.0,31.6,0.1,Mumbai,2276.8,Good,High Risk,2
2025-12-20 03:00:00,48.5,48.0,884.0,48.8,30.0,33.6,0.8,Mumbai,2573.1,Good,High Risk,3
2025-12-20 04:00:00,48.1,47.5,805.0,45.3,64.0,34.7,2.2,Mumbai,2503.8,Good,High Risk,4
2025-12-20 05:00:00,50.1,49.2,632.0,41.7,112.0,35.4,4.05,Mumbai,2304.7,Good,High Risk,5
2025-12-20 06:00:00,50.1,49.2,496.0,39.8,165.0,36.1,5.6,Mumbai,2186.9,Good,High Risk,6
2025-12-20 07:00:00,58.4,57.6,455.0,41.7,233.0,37.4,6.2,Mumbai,2388.6,Moderate,High Risk,7
2025-12-20 08:00:00,71.5,70.5,453.0,45.4,305.0,38.6,5.55,Mumbai,2724.0,Moderate,High Risk,8
2025-12-20 09:00:00,81.3,80.3,452.0,47.1,342.0,37.8,3.95,Mumbai,2915.0,Moderate,High Risk,9
2025-12-20 10:00:00,63.1,62.2,438.0,44.7,318.0,32.8,2.1,Mumbai,2640.3,Moderate,High Risk,10
2025-12-20 11:00:00,53.8,52.4,427.0,40.2,258.0,25.8,0.7,Mumbai,2315.4,Moderate,High Risk,11
2025-12-20 12:00:00,49.5,47.7,425.0,36.3,203.0,21.4,0.1,Mumbai,2076.8,Good,High Risk,12
2025-12-20 13:00:00,39.9,38.0,416.0,33.6,165.0,21.5,0.0,Mumbai,1857.1,Good,High Risk,13
2025-12-20 14:00:00,37.3,35.3,417.0,31.4,132.0,24.3,0.0,Mumbai,1741.2,Good,High Risk,14
2025-12-20 15:00:00,37.8,36.1,488.0,30.3,106.0,28.3,0.0,Mumbai,1822.3,Good,High Risk,15
2025-12-20 16:00:00,40.4,38.9,691.0,30.9,89.0,34.7,0.0,Mumbai,2227.1,Good,High Risk,16
2025-12-20 17:00:00,44.4,43.3,965.0,32.6,79.0,42.4,0.0,Mumbai,2816.7,Good,High Risk,17
2025-12-20 18:00:00,45.8,45.1,1181.0,34.1,70.0,46.8,0.0,Mumbai,3258.5,Good,High Risk,18
2025-12-20 19:00:00,43.8,43.4,1314.0,34.5,61.0,44.9,0.0,Mumbai,3477.0,Good,High Risk,19
2025-12-20 20:00:00,41.7,41.3,1390.0,34.6,53.0,39.7,0.0,Mumbai,3567.8,Good,High Risk,20
2025-12-20 21:00:00,41.0,40.5,1360.0,35.6,45.0,35.3,0.0,Mumbai,3464.1,Good,High Risk,21
2025-12-20 22:00:00,41.0,40.6,1113.0,38.6,37.0,32.9,0.0,Mumbai,2949.0,Good,High Risk,22
2025-12-20 23:00:00,41.3,41.0,760.0,42.5,30.0,31.3,0.0,Mumbai,2234.1,Good,High Risk,23
2025-12-21 00:00:00,41.7,41.3,590.0,45.6,25.0,30.8,0.0,Mumbai,1892.2,Good,High Risk,0
2025-12-21 01:00:00,41.8,41.4,596.5,47.2,20.0,31.9,0.0,Mumbai,1901.8000000000002,Good,High Risk,1
2025-12-21 02:00:00,44.7,44.4,687.5,47.9,18.0,34.1,0.1,Mumbai,2113.1,Good,High Risk,2
2025-12-21 03:00:00,48.8,48.4,771.0,48.0,29.0,36.1,0.75,Mumbai,2353.8,Good,High Risk,3
2025-12-21 04:00:00,50.9,50.5,754.0,47.0,60.0,37.4,2.15,Mumbai,2430.8,Moderate,High Risk,4
2025-12-21 05:00:00,51.7,51.1,712.0,45.3,106.0,38.5,3.9,Mumbai,2487.8,Moderate,High Risk,5
2025-12-21 06:00:00,52.3,51.6,705.0,44.7,155.0,39.3,5.4,Mumbai,2625.9,Moderate,High Risk,6
2025-12-21 07:00:00,59.5,58.7,785.0,47.0,216.0,39.8,5.9,Mumbai,3037.2,Moderate,High Risk,7
2025-12-21 08:00:00,75.4,74.7,900.0,50.3,282.0,40.0,5.25,Mumbai,3606.9,Moderate,High Risk,8
2025-12-21 09:00:00,75.7,74.7,951.0,51.1,321.0,39.5,3.7,Mumbai,3828.0,Moderate,High Risk,9
2025-12-21 10:00:00,62.2,61.0,870.0,46.5,311.0,37.6,2.0,Mumbai,3501.0,Moderate,High Risk,10
2025-12-21 11:00:00,59.4,58.1,724.0,39.4,274.0,34.9,0.7,Mumbai,3035.9,Moderate,High Risk,11
2025-12-21 12:00:00,53.7,52.3,616.0,34.1,246.0,33.0,0.1,Mumbai,2661.0,Moderate,High Risk,12
